Transaksi,Tanggal,Waktu,Menu,Harga,Jumlah,Total
471,29/10/2024,4:39:32 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
471,29/10/2024,4:39:32 PM,Kacang Goreng,Rp4.000,2,Rp8.000
471,29/10/2024,4:39:32 PM,Ketupat,Rp2.000,1,Rp2.000
471,29/10/2024,4:39:32 PM,Jus Mangga,Rp20.000,1,Rp20.000
472,29/10/2024,11:02:12 AM,Coto Makassar,Rp35.000,3,Rp105.000
472,29/10/2024,11:02:12 AM,Ketupat,Rp2.000,3,Rp6.000
472,29/10/2024,11:02:12 AM,Ayam Goreng,Rp30.000,2,Rp60.000
472,29/10/2024,11:02:12 AM,Es Teh,Rp6.000,2,Rp12.000
472,29/10/2024,11:02:12 AM,Es Jeruk,Rp10.000,2,Rp20.000
473,29/10/2024,10:52:03 AM,Konro Bakar,Rp60.000,1,Rp60.000
473,29/10/2024,10:52:03 AM,Sop Kikil,Rp40.000,1,Rp40.000
473,29/10/2024,10:52:03 AM,Peyek,Rp4.000,1,Rp4.000
473,29/10/2024,10:52:03 AM,Es Jeruk,Rp10.000,2,Rp20.000
473,29/10/2024,10:52:03 AM,Teh Panas,Rp6.000,1,Rp6.000
474,29/10/2024,10:49:55 AM,Konro Bakar,Rp60.000,2,Rp120.000
474,29/10/2024,10:49:55 AM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
474,29/10/2024,10:49:55 AM,Cumi Bakar,Rp45.000,3,Rp135.000
474,29/10/2024,10:49:55 AM,Kacang Goreng,Rp4.000,2,Rp8.000
474,29/10/2024,10:49:55 AM,Jus Mangga,Rp20.000,2,Rp40.000
474,29/10/2024,10:49:55 AM,Es Teh,Rp6.000,1,Rp6.000
474,29/10/2024,10:49:55 AM,Jus Buah Naga,Rp20.000,1,Rp20.000
475,29/10/2024,9:02:43 PM,Cumi Bakar,Rp45.000,3,Rp135.000
475,29/10/2024,9:02:43 PM,Sop Kikil,Rp40.000,1,Rp40.000
475,29/10/2024,9:02:43 PM,Nasi Putih,Rp5.000,2,Rp10.000
475,29/10/2024,9:02:43 PM,Es Teh,Rp6.000,1,Rp6.000
475,29/10/2024,9:02:43 PM,Teh Panas,Rp6.000,1,Rp6.000
475,29/10/2024,9:02:43 PM,Jus Alpukat,Rp20.000,2,Rp40.000
476,29/10/2024,5:49:04 PM,Sop Kikil,Rp40.000,2,Rp80.000
476,29/10/2024,5:49:04 PM,Buras,Rp2.000,2,Rp4.000
476,29/10/2024,5:49:04 PM,Kerupuk,Rp3.000,1,Rp3.000
476,29/10/2024,5:49:04 PM,Teh Panas,Rp6.000,1,Rp6.000
477,29/10/2024,1:40:32 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
477,29/10/2024,1:40:32 PM,Cumi Bakar,Rp45.000,1,Rp45.000
477,29/10/2024,1:40:32 PM,Buras,Rp2.000,1,Rp2.000
477,29/10/2024,1:40:32 PM,Kerupuk,Rp3.000,2,Rp6.000
477,29/10/2024,1:40:32 PM,Jus Mangga,Rp20.000,1,Rp20.000
477,29/10/2024,1:40:32 PM,Teh Panas,Rp6.000,2,Rp12.000
478,29/10/2024,2:16:45 PM,Ayam Goreng,Rp30.000,1,Rp30.000
478,29/10/2024,2:16:45 PM,Ayam Geprek,Rp30.000,2,Rp60.000
478,29/10/2024,2:16:45 PM,Teh Panas,Rp6.000,1,Rp6.000
478,29/10/2024,2:16:45 PM,Jus Alpukat,Rp20.000,1,Rp20.000
478,29/10/2024,2:16:45 PM,Jus Mangga,Rp20.000,1,Rp20.000
479,29/10/2024,1:54:54 PM,Konro Bakar,Rp60.000,2,Rp120.000
479,29/10/2024,1:54:54 PM,Sop Konro,Rp50.000,3,Rp150.000
479,29/10/2024,1:54:54 PM,Konro Bakar,Rp60.000,1,Rp60.000
479,29/10/2024,1:54:54 PM,Kacang Goreng,Rp4.000,1,Rp4.000
479,29/10/2024,1:54:54 PM,Buras,Rp2.000,2,Rp4.000
479,29/10/2024,1:54:54 PM,Jus Alpukat,Rp20.000,1,Rp20.000
479,29/10/2024,1:54:54 PM,Jeruk Panas,Rp10.000,2,Rp20.000
479,29/10/2024,1:54:54 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
480,29/10/2024,2:28:57 PM,Ayam Bakar,Rp30.000,1,Rp30.000
480,29/10/2024,2:28:57 PM,Jeruk Panas,Rp10.000,1,Rp10.000
481,29/10/2024,11:57:47 AM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
481,29/10/2024,11:57:47 AM,Kerupuk,Rp3.000,2,Rp6.000
481,29/10/2024,11:57:47 AM,Ketupat,Rp2.000,1,Rp2.000
481,29/10/2024,11:57:47 AM,Es Jeruk,Rp10.000,2,Rp20.000
482,29/10/2024,2:32:27 PM,Sop Konro,Rp50.000,3,Rp150.000
482,29/10/2024,2:32:27 PM,Cumi Bakar,Rp45.000,1,Rp45.000
482,29/10/2024,2:32:27 PM,Jus Mangga,Rp20.000,2,Rp40.000
482,29/10/2024,2:32:27 PM,Jeruk Panas,Rp10.000,1,Rp10.000
483,29/10/2024,1:48:13 PM,Sop Konro,Rp50.000,2,Rp100.000
483,29/10/2024,1:48:13 PM,Sop Kikil,Rp40.000,1,Rp40.000
483,29/10/2024,1:48:13 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
483,29/10/2024,1:48:13 PM,Nasi Putih,Rp5.000,2,Rp10.000
483,29/10/2024,1:48:13 PM,Kerupuk,Rp3.000,2,Rp6.000
483,29/10/2024,1:48:13 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
483,29/10/2024,1:48:13 PM,Jus Mangga,Rp20.000,1,Rp20.000
484,29/10/2024,7:10:16 PM,Ayam Geprek,Rp30.000,2,Rp60.000
484,29/10/2024,7:10:16 PM,Buras,Rp2.000,1,Rp2.000
484,29/10/2024,7:10:16 PM,Peyek,Rp4.000,1,Rp4.000
484,29/10/2024,7:10:16 PM,Jeruk Panas,Rp10.000,1,Rp10.000
485,29/10/2024,1:37:47 PM,Coto Makassar,Rp35.000,1,Rp35.000
485,29/10/2024,1:37:47 PM,Ketupat,Rp2.000,3,Rp6.000
485,29/10/2024,1:37:47 PM,Nasi Putih,Rp5.000,1,Rp5.000
485,29/10/2024,1:37:47 PM,Teh Panas,Rp6.000,2,Rp12.000
486,29/10/2024,2:46:13 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
486,29/10/2024,2:46:13 PM,Es Jeruk,Rp10.000,2,Rp20.000
487,29/10/2024,11:36:19 AM,Sop Kikil,Rp40.000,2,Rp80.000
487,29/10/2024,11:36:19 AM,Jus Mangga,Rp20.000,2,Rp40.000
488,29/10/2024,12:01:02 PM,Sop Konro,Rp50.000,3,Rp150.000
488,29/10/2024,12:01:02 PM,Ayam Geprek,Rp30.000,2,Rp60.000
488,29/10/2024,12:01:02 PM,Kacang Goreng,Rp4.000,2,Rp8.000
488,29/10/2024,12:01:02 PM,Teh Panas,Rp6.000,2,Rp12.000
488,29/10/2024,12:01:02 PM,Jeruk Panas,Rp10.000,2,Rp20.000
489,29/10/2024,1:51:20 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
489,29/10/2024,1:51:20 PM,Cumi Bakar,Rp45.000,2,Rp90.000
489,29/10/2024,1:51:20 PM,Ayam Bakar,Rp30.000,2,Rp60.000
489,29/10/2024,1:51:20 PM,Kacang Goreng,Rp4.000,2,Rp8.000
489,29/10/2024,1:51:20 PM,Buras,Rp2.000,2,Rp4.000
489,29/10/2024,1:51:20 PM,Jus Mangga,Rp20.000,1,Rp20.000
489,29/10/2024,1:51:20 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
489,29/10/2024,1:51:20 PM,Jus Alpukat,Rp20.000,2,Rp40.000
490,29/10/2024,11:07:16 AM,Coto Makassar,Rp35.000,2,Rp70.000
490,29/10/2024,11:07:16 AM,Ketupat,Rp2.000,3,Rp6.000
490,29/10/2024,11:07:16 AM,Jus Alpukat,Rp20.000,2,Rp40.000
491,29/10/2024,3:54:36 PM,Ayam Geprek,Rp30.000,3,Rp90.000
491,29/10/2024,3:54:36 PM,Teh Panas,Rp6.000,1,Rp6.000
492,29/10/2024,12:31:09 PM,Ayam Bakar,Rp30.000,1,Rp30.000
492,29/10/2024,12:31:09 PM,Ketupat,Rp2.000,2,Rp4.000
492,29/10/2024,12:31:09 PM,Es Teh,Rp6.000,2,Rp12.000
493,29/10/2024,9:14:57 PM,Ayam Goreng,Rp30.000,3,Rp90.000
493,29/10/2024,9:14:57 PM,Buras,Rp2.000,1,Rp2.000
493,29/10/2024,9:14:57 PM,Peyek,Rp4.000,2,Rp8.000
493,29/10/2024,9:14:57 PM,Jus Mangga,Rp20.000,1,Rp20.000
494,29/10/2024,9:58:33 AM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
494,29/10/2024,9:58:33 AM,Ayam Bakar,Rp30.000,1,Rp30.000
494,29/10/2024,9:58:33 AM,Konro Bakar,Rp60.000,2,Rp120.000
494,29/10/2024,9:58:33 AM,Kerupuk,Rp3.000,2,Rp6.000
494,29/10/2024,9:58:33 AM,Es Jeruk,Rp10.000,2,Rp20.000
494,29/10/2024,9:58:33 AM,Jus Mangga,Rp20.000,1,Rp20.000
495,29/10/2024,12:40:19 PM,Cumi Bakar,Rp45.000,2,Rp90.000
495,29/10/2024,12:40:19 PM,Sop Konro,Rp50.000,2,Rp100.000
495,29/10/2024,12:40:19 PM,Buras,Rp2.000,1,Rp2.000
495,29/10/2024,12:40:19 PM,Jus Alpukat,Rp20.000,2,Rp40.000
495,29/10/2024,12:40:19 PM,Jus Alpukat,Rp20.000,1,Rp20.000
496,29/10/2024,1:27:51 PM,Ayam Bakar,Rp30.000,2,Rp60.000
496,29/10/2024,1:27:51 PM,Cumi Bakar,Rp45.000,1,Rp45.000
496,29/10/2024,1:27:51 PM,Ayam Geprek,Rp30.000,2,Rp60.000
496,29/10/2024,1:27:51 PM,Kacang Goreng,Rp4.000,1,Rp4.000
496,29/10/2024,1:27:51 PM,Teh Panas,Rp6.000,1,Rp6.000
496,29/10/2024,1:27:51 PM,Es Jeruk,Rp10.000,2,Rp20.000
496,29/10/2024,1:27:51 PM,Teh Panas,Rp6.000,2,Rp12.000
497,29/10/2024,7:37:05 PM,Ikan Goreng Tepung,Rp50.000,1,Rp50.000
497,29/10/2024,7:37:05 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
497,29/10/2024,7:37:05 PM,Cumi Bakar,Rp45.000,3,Rp135.000
497,29/10/2024,7:37:05 PM,Jeruk Panas,Rp10.000,2,Rp20.000
497,29/10/2024,7:37:05 PM,Es Jeruk,Rp10.000,1,Rp10.000
498,29/10/2024,11:42:54 AM,Konro Bakar,Rp60.000,2,Rp120.000
498,29/10/2024,11:42:54 AM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
498,29/10/2024,11:42:54 AM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
498,29/10/2024,11:42:54 AM,Ketupat,Rp2.000,1,Rp2.000
498,29/10/2024,11:42:54 AM,Jus Mangga,Rp20.000,1,Rp20.000
498,29/10/2024,11:42:54 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
498,29/10/2024,11:42:54 AM,Jus Alpukat,Rp20.000,2,Rp40.000
499,29/10/2024,2:46:41 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
499,29/10/2024,2:46:41 PM,Ayam Bakar,Rp30.000,2,Rp60.000
499,29/10/2024,2:46:41 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
499,29/10/2024,2:46:41 PM,Jus Alpukat,Rp20.000,2,Rp40.000
499,29/10/2024,2:46:41 PM,Jeruk Panas,Rp10.000,1,Rp10.000
499,29/10/2024,2:46:41 PM,Jus Mangga,Rp20.000,1,Rp20.000
500,29/10/2024,2:22:35 PM,Konro Bakar,Rp60.000,3,Rp180.000
500,29/10/2024,2:22:35 PM,Es Jeruk,Rp10.000,1,Rp10.000
501,30/10/2024,2:24:59 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
501,30/10/2024,2:24:59 PM,Konro Bakar,Rp60.000,2,Rp120.000
501,30/10/2024,2:24:59 PM,Sop Kikil,Rp40.000,1,Rp40.000
501,30/10/2024,2:24:59 PM,Nasi Putih,Rp5.000,2,Rp10.000
501,30/10/2024,2:24:59 PM,Jus Mangga,Rp20.000,1,Rp20.000
501,30/10/2024,2:24:59 PM,Es Jeruk,Rp10.000,1,Rp10.000
501,30/10/2024,2:24:59 PM,Es Teh,Rp6.000,1,Rp6.000
502,30/10/2024,10:48:18 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
502,30/10/2024,10:48:18 PM,Sop Konro,Rp50.000,3,Rp150.000
502,30/10/2024,10:48:18 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
502,30/10/2024,10:48:18 PM,Peyek,Rp4.000,1,Rp4.000
502,30/10/2024,10:48:18 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
502,30/10/2024,10:48:18 PM,Teh Panas,Rp6.000,2,Rp12.000
502,30/10/2024,10:48:18 PM,Jeruk Panas,Rp10.000,2,Rp20.000
503,30/10/2024,1:29:21 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
503,30/10/2024,1:29:21 PM,Es Teh,Rp6.000,1,Rp6.000
504,30/10/2024,1:59:58 PM,Cumi Bakar,Rp45.000,3,Rp135.000
504,30/10/2024,1:59:58 PM,Kacang Goreng,Rp4.000,2,Rp8.000
504,30/10/2024,1:59:58 PM,Peyek,Rp4.000,1,Rp4.000
504,30/10/2024,1:59:58 PM,Jus Alpukat,Rp20.000,2,Rp40.000
505,30/10/2024,12:28:56 PM,Sop Konro,Rp50.000,2,Rp100.000
505,30/10/2024,12:28:56 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
505,30/10/2024,12:28:56 PM,Ayam Geprek,Rp30.000,2,Rp60.000
505,30/10/2024,12:28:56 PM,Peyek,Rp4.000,2,Rp8.000
505,30/10/2024,12:28:56 PM,Jus Mangga,Rp20.000,1,Rp20.000
505,30/10/2024,12:28:56 PM,Es Jeruk,Rp10.000,2,Rp20.000
505,30/10/2024,12:28:56 PM,Jus Alpukat,Rp20.000,1,Rp20.000
506,30/10/2024,8:42:25 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
506,30/10/2024,8:42:25 PM,Sop Kikil,Rp40.000,2,Rp80.000
506,30/10/2024,8:42:25 PM,Es Teh,Rp6.000,2,Rp12.000
506,30/10/2024,8:42:25 PM,Jeruk Panas,Rp10.000,1,Rp10.000
507,30/10/2024,10:24:22 AM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
507,30/10/2024,10:24:22 AM,Jus Mangga,Rp20.000,1,Rp20.000
508,30/10/2024,9:29:01 AM,Ayam Bakar,Rp30.000,1,Rp30.000
508,30/10/2024,9:29:01 AM,Ayam Goreng,Rp30.000,2,Rp60.000
508,30/10/2024,9:29:01 AM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
508,30/10/2024,9:29:01 AM,Buras,Rp2.000,1,Rp2.000
508,30/10/2024,9:29:01 AM,Nasi Putih,Rp5.000,1,Rp5.000
508,30/10/2024,9:29:01 AM,Jus Mangga,Rp20.000,1,Rp20.000
508,30/10/2024,9:29:01 AM,Teh Panas,Rp6.000,1,Rp6.000
508,30/10/2024,9:29:01 AM,Es Teh,Rp6.000,2,Rp12.000
509,30/10/2024,8:09:35 AM,Cumi Bakar,Rp45.000,2,Rp90.000
509,30/10/2024,8:09:35 AM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
509,30/10/2024,8:09:35 AM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
509,30/10/2024,8:09:35 AM,Kerupuk,Rp3.000,1,Rp3.000
509,30/10/2024,8:09:35 AM,Buras,Rp2.000,1,Rp2.000
509,30/10/2024,8:09:35 AM,Jeruk Panas,Rp10.000,1,Rp10.000
509,30/10/2024,8:09:35 AM,Jus Mangga,Rp20.000,1,Rp20.000
509,30/10/2024,8:09:35 AM,Es Teh,Rp6.000,2,Rp12.000
510,30/10/2024,6:10:28 PM,Ayam Bakar,Rp30.000,3,Rp90.000
510,30/10/2024,6:10:28 PM,Ayam Goreng,Rp30.000,2,Rp60.000
510,30/10/2024,6:10:28 PM,Cumi Bakar,Rp45.000,1,Rp45.000
510,30/10/2024,6:10:28 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
510,30/10/2024,6:10:28 PM,Jus Alpukat,Rp20.000,1,Rp20.000
511,30/10/2024,2:47:32 PM,Ayam Geprek,Rp30.000,3,Rp90.000
511,30/10/2024,2:47:32 PM,Kerupuk,Rp3.000,2,Rp6.000
511,30/10/2024,2:47:32 PM,Es Jeruk,Rp10.000,2,Rp20.000
512,30/10/2024,7:58:21 AM,Coto Makassar,Rp35.000,2,Rp70.000
512,30/10/2024,7:58:21 AM,Ketupat,Rp2.000,3,Rp6.000
512,30/10/2024,7:58:21 AM,Jus Mangga,Rp20.000,1,Rp20.000
513,30/10/2024,2:04:25 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
513,30/10/2024,2:04:25 PM,Sop Konro,Rp50.000,1,Rp50.000
513,30/10/2024,2:04:25 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
513,30/10/2024,2:04:25 PM,Kerupuk,Rp3.000,2,Rp6.000
513,30/10/2024,2:04:25 PM,Kacang Goreng,Rp4.000,2,Rp8.000
513,30/10/2024,2:04:25 PM,Es Jeruk,Rp10.000,2,Rp20.000
513,30/10/2024,2:04:25 PM,Es Teh,Rp6.000,1,Rp6.000
513,30/10/2024,2:04:25 PM,Teh Panas,Rp6.000,2,Rp12.000
514,30/10/2024,4:42:54 PM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
514,30/10/2024,4:42:54 PM,Coto Makassar,Rp35.000,1,Rp35.000
514,30/10/2024,4:42:54 PM,Ketupat,Rp2.000,1,Rp2.000
514,30/10/2024,4:42:54 PM,Peyek,Rp4.000,1,Rp4.000
514,30/10/2024,4:42:54 PM,Kerupuk,Rp3.000,2,Rp6.000
514,30/10/2024,4:42:54 PM,Es Jeruk,Rp10.000,1,Rp10.000
514,30/10/2024,4:42:54 PM,Jeruk Panas,Rp10.000,1,Rp10.000
515,30/10/2024,1:18:29 PM,Ikan Bakar Rica,Rp50.000,3,Rp150.000
515,30/10/2024,1:18:29 PM,Cumi Bakar,Rp45.000,2,Rp90.000
515,30/10/2024,1:18:29 PM,Konro Bakar,Rp60.000,1,Rp60.000
515,30/10/2024,1:18:29 PM,Es Teh,Rp6.000,2,Rp12.000
515,30/10/2024,1:18:29 PM,Jeruk Panas,Rp10.000,1,Rp10.000
515,30/10/2024,1:18:29 PM,Es Jeruk,Rp10.000,1,Rp10.000
516,30/10/2024,11:47:15 AM,Ayam Bakar,Rp30.000,1,Rp30.000
516,30/10/2024,11:47:15 AM,Ayam Goreng,Rp30.000,1,Rp30.000
516,30/10/2024,11:47:15 AM,Ketupat,Rp2.000,2,Rp4.000
516,30/10/2024,11:47:15 AM,Ketupat,Rp2.000,1,Rp2.000
516,30/10/2024,11:47:15 AM,Es Teh,Rp6.000,1,Rp6.000
516,30/10/2024,11:47:15 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
517,30/10/2024,3:26:34 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
517,30/10/2024,3:26:34 PM,Sop Konro,Rp50.000,3,Rp150.000
517,30/10/2024,3:26:34 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
517,30/10/2024,3:26:34 PM,Teh Panas,Rp6.000,2,Rp12.000
517,30/10/2024,3:26:34 PM,Jus Alpukat,Rp20.000,2,Rp40.000
517,30/10/2024,3:26:34 PM,Jus Mangga,Rp20.000,1,Rp20.000
518,30/10/2024,7:31:52 PM,Ayam Goreng,Rp30.000,1,Rp30.000
518,30/10/2024,7:31:52 PM,Konro Bakar,Rp60.000,2,Rp120.000
518,30/10/2024,7:31:52 PM,Sop Konro,Rp50.000,2,Rp100.000
518,30/10/2024,7:31:52 PM,Kerupuk,Rp3.000,1,Rp3.000
518,30/10/2024,7:31:52 PM,Ketupat,Rp2.000,2,Rp4.000
518,30/10/2024,7:31:52 PM,Jeruk Panas,Rp10.000,2,Rp20.000
518,30/10/2024,7:31:52 PM,Jus Mangga,Rp20.000,1,Rp20.000
519,30/10/2024,3:16:03 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
519,30/10/2024,3:16:03 PM,Buras,Rp2.000,2,Rp4.000
519,30/10/2024,3:16:03 PM,Buras,Rp2.000,1,Rp2.000
519,30/10/2024,3:16:03 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
520,30/10/2024,11:09:41 AM,Sop Kikil,Rp40.000,1,Rp40.000
520,30/10/2024,11:09:41 AM,Nasi Putih,Rp5.000,1,Rp5.000
520,30/10/2024,11:09:41 AM,Nasi Putih,Rp5.000,2,Rp10.000
520,30/10/2024,11:09:41 AM,Es Teh,Rp6.000,1,Rp6.000
521,30/10/2024,11:49:23 AM,Cumi Bakar,Rp45.000,3,Rp135.000
521,30/10/2024,11:49:23 AM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
521,30/10/2024,11:49:23 AM,Es Teh,Rp6.000,2,Rp12.000
521,30/10/2024,11:49:23 AM,Es Jeruk,Rp10.000,2,Rp20.000
522,30/10/2024,8:22:17 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
522,30/10/2024,8:22:17 PM,Peyek,Rp4.000,2,Rp8.000
522,30/10/2024,8:22:17 PM,Kacang Goreng,Rp4.000,1,Rp4.000
522,30/10/2024,8:22:17 PM,Es Jeruk,Rp10.000,1,Rp10.000
523,30/10/2024,1:45:24 PM,Sop Konro,Rp50.000,1,Rp50.000
523,30/10/2024,1:45:24 PM,Ayam Goreng,Rp30.000,1,Rp30.000
523,30/10/2024,1:45:24 PM,Ketupat,Rp2.000,1,Rp2.000
523,30/10/2024,1:45:24 PM,Kerupuk,Rp3.000,2,Rp6.000
523,30/10/2024,1:45:24 PM,Jus Mangga,Rp20.000,1,Rp20.000
523,30/10/2024,1:45:24 PM,Es Jeruk,Rp10.000,1,Rp10.000
524,30/10/2024,5:18:03 PM,Sop Konro,Rp50.000,2,Rp100.000
524,30/10/2024,5:18:03 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
524,30/10/2024,5:18:03 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
524,30/10/2024,5:18:03 PM,Jus Alpukat,Rp20.000,1,Rp20.000
525,30/10/2024,9:31:45 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
525,30/10/2024,9:31:45 PM,Sop Kikil,Rp40.000,3,Rp120.000
525,30/10/2024,9:31:45 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
525,30/10/2024,9:31:45 PM,Kerupuk,Rp3.000,2,Rp6.000
525,30/10/2024,9:31:45 PM,Ketupat,Rp2.000,1,Rp2.000
525,30/10/2024,9:31:45 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
525,30/10/2024,9:31:45 PM,Es Teh,Rp6.000,1,Rp6.000
525,30/10/2024,9:31:45 PM,Jus Mangga,Rp20.000,1,Rp20.000
526,30/10/2024,12:26:42 PM,Cumi Bakar,Rp45.000,2,Rp90.000
526,30/10/2024,12:26:42 PM,Jeruk Panas,Rp10.000,2,Rp20.000
527,30/10/2024,12:00:52 PM,Konro Bakar,Rp60.000,3,Rp180.000
527,30/10/2024,12:00:52 PM,Sop Kikil,Rp40.000,2,Rp80.000
527,30/10/2024,12:00:52 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
527,30/10/2024,12:00:52 PM,Teh Panas,Rp6.000,1,Rp6.000
528,30/10/2024,1:56:25 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
528,30/10/2024,1:56:25 PM,Peyek,Rp4.000,2,Rp8.000
528,30/10/2024,1:56:25 PM,Ketupat,Rp2.000,2,Rp4.000
528,30/10/2024,1:56:25 PM,Es Teh,Rp6.000,2,Rp12.000
529,30/10/2024,2:22:41 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
529,30/10/2024,2:22:41 PM,Ayam Geprek,Rp30.000,3,Rp90.000
529,30/10/2024,2:22:41 PM,Cumi Bakar,Rp45.000,2,Rp90.000
529,30/10/2024,2:22:41 PM,Jus Mangga,Rp20.000,1,Rp20.000
529,30/10/2024,2:22:41 PM,Jus Mangga,Rp20.000,2,Rp40.000
529,30/10/2024,2:22:41 PM,Jeruk Panas,Rp10.000,1,Rp10.000
530,30/10/2024,2:20:28 PM,Ikan Goreng Tepung,Rp50.000,1,Rp50.000
530,30/10/2024,2:20:28 PM,Sop Konro,Rp50.000,3,Rp150.000
530,30/10/2024,2:20:28 PM,Ketupat,Rp2.000,2,Rp4.000
530,30/10/2024,2:20:28 PM,Kerupuk,Rp3.000,1,Rp3.000
530,30/10/2024,2:20:28 PM,Es Teh,Rp6.000,1,Rp6.000
530,30/10/2024,2:20:28 PM,Es Jeruk,Rp10.000,1,Rp10.000
531,30/10/2024,10:26:09 AM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
531,30/10/2024,10:26:09 AM,Ketupat,Rp2.000,1,Rp2.000
531,30/10/2024,10:26:09 AM,Es Jeruk,Rp10.000,1,Rp10.000
532,30/10/2024,11:56:05 AM,Sop Konro,Rp50.000,2,Rp100.000
532,30/10/2024,11:56:05 AM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
532,30/10/2024,11:56:05 AM,Ayam Goreng,Rp30.000,1,Rp30.000
532,30/10/2024,11:56:05 AM,Kacang Goreng,Rp4.000,2,Rp8.000
532,30/10/2024,11:56:05 AM,Ketupat,Rp2.000,1,Rp2.000
532,30/10/2024,11:56:05 AM,Es Teh,Rp6.000,2,Rp12.000
532,30/10/2024,11:56:05 AM,Jeruk Panas,Rp10.000,1,Rp10.000
532,30/10/2024,11:56:05 AM,Es Teh,Rp6.000,1,Rp6.000
533,30/10/2024,11:38:16 AM,Sop Konro,Rp50.000,2,Rp100.000
533,30/10/2024,11:38:16 AM,Ikan Goreng Tepung,Rp50.000,1,Rp50.000
533,30/10/2024,11:38:16 AM,Ayam Geprek,Rp30.000,1,Rp30.000
533,30/10/2024,11:38:16 AM,Kerupuk,Rp3.000,2,Rp6.000
533,30/10/2024,11:38:16 AM,Jus Alpukat,Rp20.000,1,Rp20.000
533,30/10/2024,11:38:16 AM,Es Jeruk,Rp10.000,1,Rp10.000
533,30/10/2024,11:38:16 AM,Teh Panas,Rp6.000,2,Rp12.000
534,30/10/2024,4:13:40 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
534,30/10/2024,4:13:40 PM,Ikan Bakar Rica,Rp50.000,3,Rp150.000
534,30/10/2024,4:13:40 PM,Peyek,Rp4.000,1,Rp4.000
534,30/10/2024,4:13:40 PM,Es Teh,Rp6.000,2,Rp12.000
534,30/10/2024,4:13:40 PM,Jus Alpukat,Rp20.000,1,Rp20.000
535,30/10/2024,11:34:57 AM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
535,30/10/2024,11:34:57 AM,Sop Konro,Rp50.000,2,Rp100.000
535,30/10/2024,11:34:57 AM,Es Teh,Rp6.000,2,Rp12.000
535,30/10/2024,11:34:57 AM,Jeruk Panas,Rp10.000,2,Rp20.000
536,30/10/2024,2:30:17 PM,Sop Kikil,Rp40.000,2,Rp80.000
536,30/10/2024,2:30:17 PM,Ayam Goreng,Rp30.000,1,Rp30.000
536,30/10/2024,2:30:17 PM,Es Teh,Rp6.000,2,Rp12.000
536,30/10/2024,2:30:17 PM,Teh Panas,Rp6.000,2,Rp12.000
